"","SampleID","Age Interval","Period","DonorID","Sex","Structure Acronym","Regions","Hemisphere","PMI (hours)","Sequencing Batch","Chimeric Pairs","Percent aligned ChrX","Percent aligned ChrY","AUC all percentage","AUC unique percentage","Mode Fragment Length Count","Exonic Rate","Total fragments assigned exon fc","Total fragments count unique exon fc","Total fragments count unique assigned exon fc","Total Assigned Gene","Intronic Rate","Percentage mapped multi loci STAR","Percentage mapped too many loci STAR","Percentage unmapped other STAR","Reads Mapped","Total N Reads","Mapping Rate","Mapping Rate unique","Mapping Rate both","Junction count","Mapped Pairs","Percentage mapped multi loci both STAR","Percentage mapped too many loci both STAR"
"91","ERR1473042","4-7pcw","Prenatal","11438_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_049",2.71,2.99,0.11,131.91,133.88,238041,77.94,36392049,54956918,36392049,35808549,7.18,5.55,0.05,0.03,46694807,47513577,92.73,44057870,98.3,310478,46694807,5.5,0.1
"92","ERR1473043","4-7pcw","Prenatal","11322_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_049",2.63,2.79,0.11,131.22,133.45,238104,75.7,35435413,56350910,35435413,34973301,8.41,6.06,0.05,0.03,46809891,47752355,91.97,43915987,98,308912,46809891,6.1,0.1
"93","ERR1473044","4-7pcw","Prenatal","11234_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_049",2.61,3.08,0.02,131.69,133.97,242155,77.99,38070219,58757520,38070219,37464998,7.1,5.96,0.05,0.03,48816995,49731574,92.2,45850632,98.2,316558,48816995,6,0
"94","ERR1473045","4-7pcw","Prenatal","11395_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_049",3.02,3.09,0.1,133.47,135.63,214934,81.44,36787933,53877710,36787933,36271746,5.32,5.92,0.04,0.02,45169991,45923300,92.44,42452824,98.4,302028,45169991,5.9,0
"95","ERR1473046","4-7pcw","Prenatal","11321_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_049",3.14,3.04,0.1,133.93,135.92,234291,81.87,40907538,58846279,40907538,40256126,5.21,5.55,0.04,0.02,49968981,50747552,92.91,47150012,98.5,306401,49968981,5.6,0
"96","ERR1473047","4-7pcw","Prenatal","11334_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_049",4.59,2.8,0.01,138.47,142.05,288101,81.83,39355667,60558417,39355667,38848477,4.48,8.13,0.06,0.02,48094362,49151220,89.72,44097659,97.8,264611,48094362,8.1,0.1
"97","ERR1473048","4-7pcw","Prenatal","11397_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_049",2.29,3.27,0.01,129.04,130.64,244721,72.07,36176441,57738907,36176441,35471193,10.95,4.9,0.05,0.04,50197881,51103337,93.33,47692829,98.2,327572,50197881,4.9,0.1
"98","ERR1473049","4-7pcw","Prenatal","11405_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_045",1.85,2.41,0.02,124.93,130.49,559757,60.26,31215978,78628224,31215978,30909519,14.87,11.12,0.11,0.2,51800701,54644108,83.68,45725908,94.8,202810,51800701,11.1,0.1
"99","ERR1473050","8-9pcw","Prenatal","11143_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_050",2.7,2.69,0.1,131.18,134.11,240641,73.54,32186624,55485876,32186624,31751805,9,7.21,0.06,0.03,43766451,44602361,90.92,40551097,98.1,281386,43766451,7.2,0.1
"100","ERR1473051","8-9pcw","Prenatal","11312_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_050",9.43,1.77,0.01,134.66,146.33,316161,69.41,33943922,85734162,33943922,33985858,7.68,15.15,0.08,0.03,48902014,50467176,81.75,41256900,96.9,204503,48902014,15.1,0.1
"101","ERR1473052","8-9pcw","Prenatal","11160_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_050",3.55,2.62,0.01,129,132.89,277381,69.76,35914318,69718215,35914318,35570325,10.9,8.32,0.06,0.04,51482185,52552255,89.64,47107445,98,290317,51482185,8.3,0.1
"102","ERR1473053","8-9pcw","Prenatal","11144_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_050",2.75,2.67,0.1,128.93,132.13,274947,70.88,35673093,65305632,35673093,35278153,10.15,7.37,0.06,0.04,50325798,51799942,89.78,46507478,97.2,309716,50325798,7.4,0.1
"103","ERR1473054","19-24pcw","Prenatal","11589_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_050",4.47,2.53,0.09,131.18,134.92,257830,73.12,34769483,63151901,34769483,34516365,9.18,8.14,0.06,0.03,47554226,48557526,89.79,43602183,97.9,277097,47554226,8.1,0.1
"104","ERR1473055","8-9pcw","Prenatal","11876_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_050",1.09,1.07,0.03,121.17,140.19,395080,57.92,28806339,126865603,28806339,29585901,8.12,26.71,0.1,0.03,49733175,51767054,69.37,35908739,96.1,167576,49733175,26.7,0.1
"105","ERR1473056","19-24pcw","Prenatal","11581_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_050",3.57,2.07,0.07,129.11,134.97,257324,71.86,32871858,69960015,32871858,32835425,8.41,11.16,0.06,0.03,45743371,46847156,86.48,40513754,97.6,270042,45743371,11.2,0.1
"106","ERR1473057","16-18pcw","Prenatal","11808_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_050",1.86,1.67,0.05,125.74,136.78,327729,63.66,29874356,86510173,29874356,29585720,11.25,15.69,0.08,0.04,46931203,49100540,79.89,39227993,95.6,144147,46931203,15.7,0.1
"107","ERR1473058","16-18pcw","Prenatal","11580_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_050",2.52,2.26,0.07,130.37,135.32,264507,75.14,34654389,66248171,34654389,34283110,7.17,9.61,0.05,0.03,46119667,47048652,88.42,41599216,98,253594,46119667,9.6,0
"108","ERR1473059","16-18pcw","Prenatal","11464_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_050",2.62,2.78,0.02,131.6,135.39,261133,77.45,36418055,62932878,36418055,35937276,6.49,8.11,0.05,0.03,47023305,48297420,89.26,43108591,97.4,261567,47023305,8.1,0.1
"109","ERR1473060","16-18pcw","Prenatal","11819_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_050",1.81,1.4,0.01,121.2,135.59,289983,61.12,27091106,97005170,27091106,27683971,9.17,21.61,0.07,0.03,44321995,45285306,76.26,34534451,97.9,242643,44321995,21.6,0.1
"110","ERR1473061","13-15pcw","Prenatal","11801_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_050",6.77,2.14,0.01,134.19,140.94,296423,76.84,38348789,78919778,38348789,38242746,4.95,11.66,0.06,0.02,49905948,50966658,86.26,43963825,97.9,289829,49905948,11.7,0.1
"111","ERR1473062","13-15pcw","Prenatal","11446_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_050",4.62,2.22,0.07,134.93,140.78,254660,77.4,32559219,61925204,32559219,32300088,5.4,10.71,0.05,0.02,42067991,43067503,86.97,37453966,97.7,228147,42067991,10.7,0
"112","ERR1473063","13-15pcw","Prenatal","11794_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_081, FC2014_117",2.16,2.56,0.01,130.09,134.03,93242,74.48,14178294,25859323,14178294,14023713,8.11,8.57,0.05,0.03,19036737,19455541,89.28,17370295,97.8,214748,19036737,8.6,0.1
"113","ERR1473064","13-15pcw","Prenatal","11794_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_081, FC2014_117",2.16,2.55,0.01,130.1,134.1,98369,74.53,15222832,27811140,15222832,15060857,8.05,8.64,0.05,0.03,20425683,20874894,89.21,18622801,97.8,215685,20425683,8.6,0.1
"114","ERR1473065","13-15pcw","Prenatal","11511_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_053",2.84,2.46,0.1,128.89,132.42,230256,72.99,31088879,56667969,31088879,30876191,8.79,8.19,0.06,0.04,42593587,43438015,89.87,39038095,98.1,266358,42593587,8.2,0.1
"115","ERR1473066","13-15pcw","Prenatal","11494_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_053",2.45,2.32,0.09,129.38,134.07,241602,73.24,30686821,59894739,30686821,30616529,8.17,9.9,0.05,0.03,41899052,42607242,88.43,37679166,98.3,260737,41899052,9.9,0
"116","ERR1473067","13-15pcw","Prenatal","11457_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_053",4.23,2.22,0.01,131.36,139.03,245362,77.3,32535016,69538911,32535016,32623812,4.03,13.05,0.06,0.02,42087292,42785109,85.31,36501950,98.4,259045,42087292,13.1,0.1
"117","ERR1473068","13-15pcw","Prenatal","11451_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_053",2.79,2.49,0.08,130.69,135.17,235806,75.36,32132922,60270354,32132922,31975755,6.77,9.65,0.05,0.04,42637871,43374758,88.65,38453571,98.3,269282,42637871,9.6,0
"118","ERR1473069","13-15pcw","Prenatal","11449_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_089",2.39,2.53,0.06,129.22,132.85,254400,72.16,34814800,65049495,34814800,34527593,9.48,8.31,0.06,0.03,48246126,49115008,89.92,44164709,98.2,285502,48246126,8.3,0.1
"119","ERR1473070","13-15pcw","Prenatal","11424_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_065",2.64,2.81,0.01,130.81,134.2,274960,73.36,37551395,66436424,37551395,37089560,9.04,7.67,0.06,0.04,51191209,52599856,89.65,47154505,97.3,286362,51191209,7.7,0.1
"120","ERR1473071","13-15pcw","Prenatal","11817_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_053",3.1,2.68,0.02,131.39,134.76,263458,77.13,36930998,63516236,36930998,36754656,6.59,8.38,0.04,0.03,47878943,48713874,89.91,43798726,98.3,274349,47878943,8.4,0
"121","ERR1473072","13-15pcw","Prenatal","11775_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_053",1.64,2.49,0.09,126.71,130.62,243353,68.21,30974436,63186549,30974436,30979195,11.22,9.37,0.07,0.05,45408114,46393311,88.51,41062293,97.9,276798,45408114,9.4,0.1
"122","ERR1473073","13-15pcw","Prenatal","11654_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_053",2.83,2.44,0.01,129.39,134.18,236427,73.73,32320587,63628035,32320587,32314750,7.53,10.23,0.05,0.04,43836029,44695688,87.85,39265558,98.1,270826,43836029,10.2,0.1
"123","ERR1473074","13-15pcw","Prenatal","11572_donorID","Unknown","BF","Brain","",NA,"sequencing batch:FC2014_055",2.54,2.9,0.1,130.9,133.43,218545,74.95,31710936,51957721,31710936,31290048,8.28,6.61,0.06,0.03,42311322,43394177,90.89,39442917,97.5,291796,42311322,6.6,0.1
"124","ERR1473075","13-15pcw","Prenatal","11496_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_065",7.02,2.77,0.07,135.32,138.73,206256,80.95,31698677,50538559,31698677,31200446,5.14,7.02,0.04,0.02,39157028,40090664,90.65,36342116,97.7,289196,39157028,7,0
"125","ERR1473076","13-15pcw","Prenatal","11489_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_081",3.27,2.79,0.01,132,135.04,284959,77.03,42999700,71036953,42999700,42392434,7.06,7.1,0.05,0.03,55824829,56873790,91.05,51785243,98.2,298564,55824829,7.1,0.1
"126","ERR1473077","13-15pcw","Prenatal","11423_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_058, FC2014_117",8.21,2.85,0.01,140.52,143.89,58377,80.58,7345731,11749803,7345731,7223315,5.24,7.44,0.05,0.03,9116219,9412157,89.42,8416234,96.9,149266,9116219,7.4,0.1
"127","ERR1473078","13-15pcw","Prenatal","11423_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_058, FC2014_117",8.37,2.85,0.01,140.47,143.85,142907,80.45,17033538,27313784,17033538,16751200,5.27,7.42,0.05,0.03,21171956,22023277,88.71,19537809,96.1,194288,21171956,7.4,0.1
"128","ERR1473079","13-15pcw","Prenatal","11349_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_058",11.11,2.78,0.01,143,146.17,336083,84.16,45679296,68094484,45679296,45106908,3.52,7.07,0.04,0.02,54273774,55827037,90.15,50325627,97.2,272653,54273774,7.1,0
"129","ERR1473080","13-15pcw","Prenatal","11309_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_058",4.64,2.71,0.01,137.3,141.93,308786,81.67,42239066,70489524,42239066,41985880,3.6,9.26,0.04,0.02,51720865,53147429,88.06,46800276,97.3,252165,51720865,9.3,0
"130","ERR1473081","13-15pcw","Prenatal","11305_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_058",2.79,3.03,0.02,134.61,137.89,254054,82.48,40587835,63061311,40587835,40148151,3.53,7.83,0.04,0.02,49207459,50611114,89.4,45244025,97.2,288077,49207459,7.8,0
"131","ERR1473082","10-12pcw","Prenatal","1047_donorID","F","BF","Brain","",2.5,"sequencing batch:FC2014_065",0.71,2.86,0.01,127.73,130.73,268574,72.8,36530394,64614773,36530394,36182190,9.67,7.39,0.07,0.03,50177664,51579415,89.89,46365948,97.3,290821,50177664,7.4,0.1
"132","ERR1473083","10-12pcw","Prenatal","11373_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_065",3.9,2.07,0,132.61,141.3,350322,70.49,36880276,84355328,36880276,36649762,8.09,13.22,0.07,0.03,52321380,54337973,83.07,45138309,96.3,208325,52321380,13.2,0.1
"133","ERR1473084","10-12pcw","Prenatal","11798_donorID","M","BF","Brain","",2,"sequencing batch:FC2014_065",1.17,2.78,0.1,130.5,132.82,238038,74.76,34152902,55785798,34152902,33918614,8.89,6.64,0.07,0.03,45681131,46905368,90.75,42564481,97.4,284899,45681131,6.6,0.1
"134","ERR1473085","10-12pcw","Prenatal","11769_donorID","F","BF","Brain","",2,"sequencing batch:FC2014_089",3.39,2.65,0.01,134.55,139.09,314340,81.67,43904601,74477293,43904601,43347727,3.57,8.86,0.04,0.02,53761111,54796913,89.25,48908205,98.1,279515,53761111,8.9,0
"135","ERR1473086","8-9pcw","Prenatal","11814_donorID","M","CB","Hindbrain","R",NA,"sequencing batch:FC2014_045",2.21,2.81,0.1,130.42,132.81,242354,75.51,34103840,54861142,34103840,33563333,8.66,6.03,0.05,0.03,45164350,46294645,91.53,42373101,97.6,305327,45164350,6,0
"136","ERR1473087","8-9pcw","Prenatal","11815_donorID","F","CB","Hindbrain","",NA,"sequencing batch:FC2014_045",2.24,3.25,0.01,131.18,133.27,208815,75.6,30042821,47279307,30042821,29454581,8.6,5.71,0.06,0.03,39739876,40803540,91.68,37410523,97.4,294017,39739876,5.7,0.1
"137","ERR1473088","8-9pcw","Prenatal","11820_donorID","F","CB","Hindbrain","R",NA,"sequencing batch:FC2014_045",3.27,3.08,0.01,133.41,135.41,212710,80.57,32346505,47227554,32346505,31697102,5.99,5.34,0.05,0.03,40149301,41107206,92.33,37954383,97.7,291699,40149301,5.3,0
"138","ERR1473089","8-9pcw","Prenatal","11828_donorID","F","CB","Hindbrain","",NA,"sequencing batch:FC2014_045",1.35,3.13,0.01,132.61,134.92,200927,79.79,30705048,47002990,30705048,30181172,6.83,6.33,0.05,0.03,38482401,39440261,91.24,35984921,97.6,286118,38482401,6.3,0.1
"139","ERR1473090","8-9pcw","Prenatal","11829_donorID","M","CB","Hindbrain","",3,"sequencing batch:FC2014_048",1.61,2.78,0.09,131.95,134.51,291437,78.41,40563182,64181879,40563182,40013644,7.11,6.8,0.04,0.03,51735082,52637381,91.48,48155252,98.3,291426,51735082,6.8,0
"140","ERR1473091","8-9pcw","Prenatal","11831_donorID","M","CB","Hindbrain","",NA,"sequencing batch:FC2014_048",1.83,3.04,0.11,131.1,132.92,235126,78,35974446,53941487,35974446,35475673,7.9,5.53,0.04,0.03,46121311,46875761,92.86,43527698,98.4,290290,46121311,5.5,0
"141","ERR1473092","8-9pcw","Prenatal","11858_donorID","M","CB","Hindbrain","",2,"sequencing batch:FC2014_048",2.37,2.89,0.1,131.68,133.75,230260,78.52,34145437,51636599,34145437,33683065,7.05,5.85,0.05,0.03,43488816,44246524,92.44,40901544,98.3,291143,43488816,5.8,0
"142","ERR1473093","8-9pcw","Prenatal","11865_donorID","M","CB","Hindbrain","",NA,"sequencing batch:FC2014_048",1.71,2.96,0.12,130.65,132.12,207708,76.75,31870652,47571386,31870652,31484421,8.9,5.3,0.04,0.03,41522731,42290376,92.89,39281441,98.2,286737,41522731,5.3,0
"143","ERR1473094","8-9pcw","Prenatal","11871_donorID","F","CB","Hindbrain","",4,"sequencing batch:FC2014_048",1.68,2.82,0.01,127.53,130.63,224115,69.92,30573650,56485465,30573650,30312330,11.64,7.49,0.06,0.05,43725757,44601706,90.54,40383522,98,290957,43725757,7.5,0.1
"144","ERR1473095","8-9pcw","Prenatal","11878_donorID","F","CB","Hindbrain","R",NA,"sequencing batch:FC2014_048",1.22,2.98,0.01,128.17,130.7,197850,71.25,27658274,47987547,27658274,27329170,11.78,6.61,0.05,0.04,38817194,39608176,91.39,36198952,98,277695,38817194,6.6,0.1
"145","ERR1473096","8-9pcw","Prenatal","11823_donorID","M","CB","Hindbrain","",2,"sequencing batch:FC2014_048",1.88,2.79,0.1,131.04,133.63,245364,76.38,34699519,56437022,34699519,34384191,8.46,7.07,0.04,0.03,45427636,46269018,91.11,42156394,98.2,286192,45427636,7.1,0
"146","ERR1473097","8-9pcw","Prenatal","11826_donorID","F","CB","Hindbrain","",2,"sequencing batch:FC2014_048",2.33,2.82,0.02,130.98,134.03,250490,76.48,34777856,58251530,34777856,34398532,7.77,7.4,0.05,0.04,45473407,46352123,90.7,42043539,98.1,290606,45473407,7.4,0
"147","ERR1473098","8-9pcw","Prenatal","11827_donorID","F","CB","Hindbrain","",2,"sequencing batch:FC2014_048",2.39,2.85,0.02,132,136,243336,77.52,34241025,59721401,34241025,33866764,6.62,8.53,0.04,0.04,44167990,44871093,89.9,40339324,98.4,289746,44167990,8.5,0
"148","ERR1473099","8-9pcw","Prenatal","11846_donorID","F","CB","Hindbrain","",30,"sequencing batch:FC2014_048",3.46,3.31,0.02,132.82,134.74,230840,79.38,36711961,54117241,36711961,36150429,6.59,5.54,0.05,0.03,46246520,47047145,92.76,43641113,98.3,308516,46246520,5.5,0
"149","ERR1473100","8-9pcw","Prenatal","11884_donorID","F","CB","Hindbrain","",3.83333333333333,"sequencing batch:FC2014_048",1.48,3.02,0.01,132.79,135.74,238141,77.88,33611380,54635227,33611380,33498206,6.64,7.82,0.04,0.03,43159512,43908811,90.47,39726049,98.3,283295,43159512,7.8,0
"150","ERR1473101","8-9pcw","Prenatal","11918_donorID","F","CB","Hindbrain","",2,"sequencing batch:FC2014_048",3.49,2.71,0,132.53,135.24,243632,78.1,36590221,59814772,36590221,37784715,5.69,9.39,0.05,0.03,46848076,47689989,88.84,42368444,98.2,322992,46848076,9.4,0.1
"151","ERR1473102","8-9pcw","Prenatal","11845_donorID","M","CB","Hindbrain","",2,"sequencing batch:FC2014_045",3.08,2.21,0.08,127.18,131.55,254698,65.9,28504841,61018479,28504841,28264560,12.55,8.96,0.07,0.06,43255244,44315944,88.65,39284334,97.6,288773,43255244,9,0.1
"152","ERR1473103","8-9pcw","Prenatal","11851_donorID","F","CB","Hindbrain","",4,"sequencing batch:FC2014_045",2.5,2.58,0.01,129.11,133.13,251357,71.61,31448344,60229506,31448344,31114721,9.69,8.48,0.06,0.04,43914593,44964437,89.18,40100250,97.7,290434,43914593,8.5,0.1
"153","ERR1473104","8-9pcw","Prenatal","11873_donorID","F","CB","Hindbrain","",18,"sequencing batch:FC2014_045",2.24,1.75,0.01,122.98,132.29,252290,63.22,24697243,71039952,24697243,24998276,11.52,15.27,0.08,0.04,39063736,39885115,82.67,32973095,97.9,271060,39063736,15.3,0.1
"154","ERR1473105","8-9pcw","Prenatal","11912_donorID","M","CB","Hindbrain","",2,"sequencing batch:FC2014_081",1.51,2.72,0.11,127.11,129.99,287001,68.12,36807460,69162237,36807460,36413784,12.26,7.22,0.06,0.04,54029528,55319721,90.44,50032701,97.7,284207,54029528,7.2,0.1
"155","ERR1473106","8-9pcw","Prenatal","11832_donorID","F","CB","Hindbrain","",3,"sequencing batch:FC2014_050",1.6,2.87,0.02,128.23,131.42,265178,71.47,36569555,66393386,36569555,36148452,10.76,7.6,0.06,0.03,51168973,52288972,90.26,47195785,97.9,288344,51168973,7.6,0.1
"156","ERR1473107","8-9pcw","Prenatal","11830_donorID","F","CB","Hindbrain","",NA,"sequencing batch:FC2014_050",1.83,2.95,0.01,128.74,131.47,250247,72.96,36456947,62630640,36456947,35844824,10.08,6.59,0.06,0.03,49968058,51049757,91.29,46602699,97.9,306074,49968058,6.6,0.1
"157","ERR1473108","16-18pcw","Prenatal","11907_donorID","F","CB","Hindbrain","R",16.6666666666667,"sequencing batch:FC2014_050",2.55,2.66,0.01,130.74,134.34,258011,75.08,35148005,62037700,35148005,34600115,7.78,7.8,0.06,0.03,46812221,47818262,90.1,43082329,97.9,290004,46812221,7.8,0.1
"158","ERR1473109","13-15pcw","Prenatal","1923_donorID","F","CB","Hindbrain","",2.5,"sequencing batch:FC2014_089",2.5,2.51,0.01,129.55,133.91,189881,74.47,27096518,50888602,27096518,27058321,7.8,9.41,0.05,0.03,36385873,37075398,88.73,32897403,98.1,273511,36385873,9.4,0.1
"159","ERR1473110","13-15pcw","Prenatal","11947_donorID","F","CB","Hindbrain","",8.33333333333333,"sequencing batch:FC2014_058",3.84,2.87,0.01,134.62,137.67,326114,76.28,39787603,65985446,39787603,39245426,8.31,7.12,0.06,0.03,52161934,54449021,88.68,48287006,95.8,278897,52161934,7.1,0.1
"160","ERR1473111","10-12pcw","Prenatal","11854_donorID","M","CB","Hindbrain","",14,"sequencing batch:FC2014_058",2.76,2.61,0.07,132.76,135.88,282206,78.46,38819998,63243143,38819998,38397711,6.16,7.38,0.05,0.03,49479888,51071880,89.5,45710877,96.9,294265,49479888,7.4,0.1
"161","ERR1473112","10-12pcw","Prenatal","11834_donorID","M","CB","Hindbrain","",3.83333333333333,"sequencing batch:FC2014_065",5.17,2.75,0.07,136.02,139.73,289449,80,39819215,65037767,39819215,39122298,5.73,7.47,0.05,0.02,49773725,51156783,89.83,45953710,97.3,293025,49773725,7.5,0
"162","ERR1473113","10-12pcw","Prenatal","1102_donorID","F","CB","Hindbrain","",3.33333333333333,"sequencing batch:FC2014_065",2.73,2.93,0.01,128.5,131.12,222604,70.52,29149901,51068566,29149901,28801221,10.9,6.4,0.07,0.04,41335066,42577445,90.68,38611206,97.1,317619,41335066,6.4,0.1
"163","ERR1473114","10-12pcw","Prenatal","11885_donorID","M","CB","Hindbrain","",NA,"sequencing batch:FC2014_065",3.56,2.81,0.08,131.7,134.41,249688,77.13,38029426,61341049,38029426,37430844,7.85,6.4,0.05,0.03,49304576,50823003,90.62,46054208,97,322614,49304576,6.4,0.1
"164","ERR1473115","10-12pcw","Prenatal","11602_donorID","M","CB","Hindbrain","",NA,"sequencing batch:FC2014_065",3.85,2.02,0.06,135.22,141.27,278435,74.4,33699742,68492106,33699742,35305045,5.38,13.64,0.05,0.02,45297650,46486568,83.8,38957489,97.4,271315,45297650,13.6,0.1
"165","ERR1473116","10-12pcw","Prenatal","11833_donorID","F","CB","Hindbrain","",30,"sequencing batch:FC2014_075",1.6,2.8,0.01,132.19,136.03,243939,76.87,32030505,55033801,32030505,31536704,6.89,7.98,0.06,0.03,41669838,42528959,90,38277395,98,280248,41669838,8,0.1
"166","ERR1473117","10-12pcw","Prenatal","11930_donorID","F","CB","Hindbrain","",3,"sequencing batch:FC2014_089",2.26,2.75,0.02,133.83,137.57,316003,81.32,45290849,73709994,45290849,44972870,4.08,8.38,0.04,0.03,55692228,56638577,89.95,50944570,98.3,293679,55692228,8.4,0
"167","ERR1473118","10-12pcw","Prenatal","11942_donorID","F","CB","Hindbrain","",16.6666666666667,"sequencing batch:FC2014_089",3.11,2.78,0.01,134.81,138.32,298953,82.25,43536875,68778547,43536875,42845966,3.93,7.56,0.04,0.02,52935570,53859303,90.73,48865693,98.3,286548,52935570,7.6,0
"168","ERR1473119","10-12pcw","Prenatal","1308_donorID","F","CB","Hindbrain","",2,"sequencing batch:FC2014_065",3.08,2.64,0.01,135.33,140.48,269797,81.25,38383551,68161265,38383551,38550765,3.22,10.58,0.04,0.01,47240347,48346343,87.13,42125894,97.7,277518,47240347,10.6,0
"169","ERR1473120","10-12pcw","Prenatal","11841_donorID","M","CB","Hindbrain","",2,"sequencing batch:FC2014_065",2.4,2.84,0.09,132.09,134.58,250914,77.41,36498254,57448470,36498254,35897046,7.15,6.19,0.05,0.03,47149449,48735383,90.56,44135018,96.7,297911,47149449,6.2,0.1
"170","ERR1473121","16-18pcw","Prenatal","11921_donorID","M","CB","Hindbrain","",3.66666666666667,"sequencing batch:FC2014_073",6.12,2.62,0.05,141.1,144.64,288692,84.07,43061610,66192963,43061610,43174394,2.77,8.45,0.04,0.01,51221522,52338836,89.41,46798759,97.9,280905,51221522,8.5,0
"171","ERR1473122","8-9pcw","Prenatal","11823_donorID","M","CP","Chroid plexus","L",2,"sequencing batch:FC2014_038",4.45,2.2,0.08,128.89,134.27,239435,72.87,33622179,67521894,33622179,33674443,8.78,10.46,0.07,0.03,46138588,47453815,86.77,41175348,97.2,307081,46138588,10.5,0.1
"172","ERR1473123","8-9pcw","Prenatal","11823_donorID","M","CP","Chroid plexus","R",2,"sequencing batch:FC2014_038",4.41,2.02,0.07,128.57,135.16,280078,72.76,39034584,83837832,39034584,39159079,8.21,11.89,0.06,0.03,53646820,55745071,84.34,47017404,96.2,304476,53646820,11.9,0.1
"173","ERR1473124","8-9pcw","Prenatal","11826_donorID","F","CP","Chroid plexus","",2,"sequencing batch:FC2014_038",5.96,2.99,0,132.45,134.8,250351,78.43,38389969,59044489,38389969,37867651,7.4,6.17,0.06,0.03,48948592,50620690,90.52,45823666,96.7,299405,48948592,6.2,0.1
"174","ERR1473125","8-9pcw","Prenatal","11827_donorID","F","CP","Chroid plexus","R",2,"sequencing batch:FC2014_038",3.68,2.62,0,129.04,132.99,210825,72.64,29337874,54539721,29337874,29210680,9.96,8.72,0.08,0.04,40388245,41281968,89.12,36788592,97.8,288779,40388245,8.7,0.1
"175","ERR1473126","8-9pcw","Prenatal","11846_donorID","F","CP","Chroid plexus","L",30,"sequencing batch:FC2014_030",6.99,2.66,0,136.44,140.01,306276,80.46,43507550,68910563,43507550,43037650,5.41,7.83,0.05,0.02,54070501,55230459,90.06,49743233,97.9,282050,54070501,7.8,0.1
"176","ERR1473127","8-9pcw","Prenatal","11846_donorID","F","CP","Chroid plexus","R",30,"sequencing batch:FC2014_030",9.97,2.27,0,139.35,144.52,294397,78.65,38390049,66689476,38390049,38077694,5.72,9.61,0.05,0.02,48808470,49925488,88.15,44008730,97.8,248356,48808470,9.6,0.1
"177","ERR1473128","8-9pcw","Prenatal","11918_donorID","F","CP","Chroid plexus","L",2,"sequencing batch:FC2014_030",2.2,3.05,0.01,131.57,134.6,396822,76.91,47319033,77337221,47319033,46678869,7.31,7.06,0.05,0.02,61524674,62785369,90.93,57089580,98,300902,61524674,7.1,0
"178","ERR1473129","8-9pcw","Prenatal","11918_donorID","F","CP","Chroid plexus","R",2,"sequencing batch:FC2014_030",4.4,2.67,0,132.07,135.47,323552,78.55,43193457,71936820,43193457,43710513,6,8.91,0.05,0.02,54990509,55881504,89.5,50012746,98.4,304618,54990509,8.9,0.1
"179","ERR1473130","8-9pcw","Prenatal","11820_donorID","F","CP","Chroid plexus","L",NA,"sequencing batch:FC2014_032",7.42,2.39,0,139.29,144.29,385411,81.84,47427408,79103546,47427408,47223154,4.02,9.55,0.04,0.02,57949034,59932336,87.14,52224241,96.7,234951,57949034,9.6,0
